1730362.5,763390.625,1748227.75,1776636.5,1724243.25,2026801,1881802.25,1880788.125,2187803.25,1643446.5,1945174.25,1611183.75,1585571.25,1252498.25,1579893.625,2211712.75,1702957.75,2096370.375,2143765.75,2068933,1740789.75,2147258,1798525.25,2014140.75,2094164.5,2179665.5,1817115.375,272376.21875,484089.625,408852.1875,2417253.75,2154760.5,1863938.875,1091695.25,2495419,2426021.5,1864773.875,2365286,2214752.75,1497965.5,709839.5,1453985.25,1856597,2349108.25,1986252.25,1493710.5,1028796.0625,1986764.625,1498435.875,1490729.625,1511820.125,1069546.125,1721877.375,1932358.375,1841120.5,1604061.625,1996497.125,1811318.875,2233238.75,2095171.375,1684383.5,1782090,1508642.625,1538412.25,1111655.625,1722031,2307312,1938825,2227112.25,1878603.125,1708465.375,1816760.75,2006583.625,2034737.875,1864564.125,2271078.75,1854269.25,261567.171875,441022.03125,2344790.25,2190376.25,1871114.75,476556.90625,2328191.5,2081927.75,1724018.5,1880261.5,2144800,1851047.125,2096316.5,2005000.25,1522354.375,2631079,1204966.125,1913162,1908964.625,906364.5,1491738.375,1390095.25,1703711
1661117.125,726664.625,1661534.75,1689530.75,1665248.5,1933543,1806426.125,1784120.125,2079458.5,1569376.25,1869773,1533335,1508363,1189910.25,1506632.875,2101784,1629651.375,2002103.75,2030145.625,1972170.75,1655443.375,2019772,1731125.375,1943724.625,2003985.25,2059122.125,1749363.25,258458.328125,441750.15625,382098.40625,2289175.25,2042386.5,1776895.125,1027517.75,2372225.5,2302823.75,1807577.875,2227908.75,2122660.5,1429282.125,655809.4375,1384720.25,1769717.75,2222366.5,1885146.875,1425343.5,966274.9375,1923369.5,1421148.375,1438594.625,1451737.25,1012735.5625,1657620.625,1846856.25,1780240.5,1543467.875,1910302.875,1724626.75,2108440.5,1990876.125,1598008.625,1715493.125,1442142.75,1473344.25,1062559.875,1655163,2190437.25,1867069.5,2114297.5,1799477,1640796.375,1742557.125,1921666.375,1940219.25,1782651.25,2152350,1759455.75,244213.03125,413606.03125,2216596.25,2090348.5,1794724.875,445826.875,2213867.25,1979269.25,1631883,1813264.125,2049960.5,1784907.375,1996887.125,1935137.75,1438858.875,2471495.75,1156468.625,1821586,1846320.125,862912.25,1409950.375,1325517.125,1644640.25
1653848.625,719758.5,1647566.25,1659638.375,1658190.75,1913081.5,1792085,1758693.875,2051469.125,1551345.875,1862336.625,1524857.875,1492890,1187989.25,1496711.375,2066186.875,1615252.375,1983011.75,1997418,1944887.75,1646902.625,2003523.625,1721924.125,1923869,1970141,2029454.25,1736478.125,254720.140625,432573.15625,377824.0625,2261910.25,2015867.125,1757019.5,1010678.125,2339649,2275614.25,1793523.875,2194524.25,2102658.75,1417276.125,645302.75,1375562,1748181.25,2184704.5,1858028.875,1424962.125,954101.75,1902787.25,1413966.625,1424768.625,1440941.25,997850.6875,1641826.5,1824685.75,1767842.625,1525283.75,1878047.125,1700960,2075252.75,1962936.625,1582404.75,1711343.625,1434354,1458808.5,1050263,1641568.125,2168854.75,1846630.375,2088759.5,1778885.75,1630328,1739945.625,1905453.125,1910338.75,1759358.5,2121670,1743452.875,240446.015625,406557.09375,2188112.25,2065512.625,1776727.375,442663.03125,2189460.25,1951159.25,1609232.125,1806835.625,2027397.125,1772010.75,1968724.25,1922204.25,1426552.875,2422196.25,1155143.75,1803382.875,1834491.125,858508.0625,1390607.875,1312710.75,1632400.5
1656124.875,730077.5625,1654640.875,1669400.75,1657670.125,1912781.875,1802514.75,1753215.125,2045401.5,1550419,1871940.875,1523034.625,1490856,1192608.125,1499341.5,2064348,1613302.625,1979415.875,1985032.5,1941178.125,1645440.875,2016761.25,1727518.75,1925428,1963787.75,2023828.375,1735902.5,258063.53125,427038.84375,378901.3125,2257829.5,2011590.5,1753857.125,1005823.5625,2341140.75,2264737.25,1796321,2182125.25,2099075.5,1418885.875,642530.6875,1369811.375,1743832.5,2181773.25,1850147.125,1428348.125,955265.4375,1909726.625,1411172.25,1425084,1448148.375,1010064.625,1648869,1829052.625,1770893.875,1535947.25,1879013.75,1693765.125,2069078.5,1952251.375,1585865.25,1712001.25,1434602.5,1461236.875,1055277.625,1646333.875,2162928.25,1849507.25,2077721.25,1769079.125,1631543,1747634.375,1901696.875,1908860.375,1753983.25,2117751.5,1735339.375,238845.78125,405683.625,2179465.5,2070141.125,1774908.375,441726.875,2186154.25,1939672.5,1603206.25,1805657.25,2022771.375,1774620.5,1960372.375,1919126.875,1432462.25,2408157,1156397.75,1809323.375,1837133.125,849990.25,1387046.5,1308488.5,1634520.875
1652787.125,729902.0625,1650140,1667407.5,1658101,1904351.375,1795205,1754344.125,2043567.375,1540378.5,1862929.875,1516796.25,1490447.125,1188217.75,1502169.5,2066689.875,1612713.625,1977927.625,1988666.75,1938574.375,1644382,1987070.625,1723327.5,1924112.625,1962469.75,2019992.75,1733353.75,253740.59375,423012.75,376162.78125,2257291,2013901.125,1755736.5,1005516,2332873,2268318.25,1796286.5,2179882.25,2096238,1405967.375,638504.9375,1367427.375,1742881.5,2174251.5,1847451.625,1417782.125,952782.125,1899317,1396010.375,1423460.25,1447366.875,1009670.125,1651892.375,1825511.75,1765758.125,1529870.125,1882146.625,1696282.25,2067584.25,1950846.375,1573607.5,1712434.75,1434254.375,1465107.75,1055935.375,1641604.5,2168228.25,1848226.625,2080900.5,1768229.375,1633499.25,1735318.625,1898269.75,1907515.875,1762429,2112055.25,1738959,232081.265625,399328.6875,2184664,2070179,1774399.25,438228.1875,2179802,1942277.5,1599009.375,1803913.375,2019088.375,1772323,1954850.5,1913821.875,1420291.375,2402152.5,1154138.5,1808060.375,1829087,845848.5,1366479,1304189.25,1628467.125
1654269.5,731195.0625,1651143.125,1672970.5,1658183.25,1908137,1798643.75,1755117.25,2043573.625,1535421.375,1861374.625,1515752,1493467.25,1194971.625,1508022.875,2062859.5,1615040.75,1985071.5,1988363.125,1933945.375,1643977.75,1977131.375,1714723.625,1921983,1955259,2021571.875,1731719.625,253688.203125,431112.5,378900.78125,2254349,2013679.25,1749803.375,1012868.125,2338047.5,2268111.75,1790189.5,2175141.75,2094213,1404463.75,642179.75,1376171.375,1739562.125,2174336.5,1846894.875,1415357.5,949967,1899164.875,1414310.25,1422372.875,1455247.125,1010172.625,1655691.25,1825170.125,1764729,1542938,1874489.5,1694726,2065557.5,1953374,1570498.375,1709144.375,1432315.75,1462684.25,1062679.625,1639300.875,2168869,1844186.625,2080835.875,1766779.625,1629330.125,1727069,1906674.125,1903844.75,1753365.875,2113475.5,1736278.75,234875.9375,403059.5,2182938.5,2066060.375,1768415.5,439577.125,2177850.25,1933890.875,1595665.5,1799560.75,2018543.625,1770998.75,1956087.375,1916427,1418943.5,2397891,1143520.375,1805475.875,1826608.75,856902.375,1379211.375,1306708.5,1629171
1662902.75,738571.125,1655736.25,1681442.25,1662824.375,1911329.75,1802399,1753459.625,2043691.625,1544500.875,1866280.875,1525466.625,1493081,1190752,1504263.875,2067266.875,1614240.75,1979818.875,1986759.625,1934396.375,1644008,1997083.5,1716060.5,1924467.875,1957348.875,2024653.875,1728894.5,258093.8125,427868.5,378661.78125,2251627.5,2012007.375,1748748.125,1013969.1875,2339396.75,2262742.25,1787218.5,2172696.75,2095717,1405704,638346.875,1373916.25,1742480.375,2176958.75,1849527.125,1420859,953312.375,1900143.25,1414492.75,1425658.25,1452740,1018787.1875,1659613.875,1827191.875,1776867,1549767.875,1879337.75,1694347.75,2067560.5,1954959.25,1579368.25,1715086,1438213.875,1462145,1061433.75,1641761.25,2161780,1849233.25,2074224.125,1769336,1629992,1731879.125,1900095,1897072.75,1751768.875,2117149.25,1729514.375,240955.890625,406448.1875,2174810.25,2063055.75,1765653.5,436904.9375,2173700,1932969.625,1597855.875,1796057.5,2022913.75,1771511.375,1951946.5,1917755.875,1423081.25,2399113.75,1140946.125,1799139.375,1833991.5,860174.375,1386424.5,1308463.875,1629988.5
1652804.875,738706.5,1658314.375,1675442.75,1655633.125,1911531.75,1805688.75,1751864.5,2039759.375,1545833.125,1871927.875,1518642.5,1494221.125,1187919.5,1502358.5,2057054.875,1612747.125,1978130.25,1982534.25,1935425.625,1643948,1976270.25,1712938,1918944.125,1953541.625,2026972.625,1727079.25,256126.984375,424084.28125,378994.46875,2250883.25,2008621,1745451,1015781.875,2332839,2260002.75,1790398.5,2175176.25,2093211,1405179,640668.125,1375347.5,1741901.5,2176170,1849070.5,1412466.25,951883.625,1897438.625,1405348,1424220.375,1445206.5,1016732.5625,1651103.5,1827405.75,1768138.25,1540439.125,1872292.25,1695683.75,2063440.125,1952057.25,1590867,1722350.875,1439762.75,1461949.25,1054592.5,1640010.625,2155231,1846434.375,2074722,1765563,1630360.875,1731111.5,1900895.375,1898270.25,1745523,2115065.5,1732409.375,234722.984375,406413.96875,2175593.5,2054970,1761111.75,439790.5625,2175404.25,1930810.25,1595396.5,1803030.375,2020835.375,1770552.25,1949395.375,1916666.875,1418281.5,2398902.75,1143755.625,1795182.875,1825946.375,846387.3125,1373608.625,1307601.75,1626046.25
1659301.75,741727.9375,1668077.625,1677121.625,1661496.125,1911267.375,1808620.125,1761626,2048569.25,1545012.875,1870661.5,1518169.25,1499152.125,1187784.625,1503274.375,2059297,1617404.5,1987285.875,1982320.75,1938430.5,1641494,1967586.375,1712746.875,1926443.125,1958711.25,2035900.5,1736249.375,253465.90625,423113.59375,377075.8125,2249333,2017612,1749061,1012392.3125,2337675.75,2262102,1797368.25,2177302,2096198.875,1409370.5,642747.625,1376630.25,1744663.125,2181285.75,1862353.5,1423985.125,947399.9375,1902945.875,1392512.375,1424841.125,1450925,1026836.5,1659170,1828878.125,1772762.375,1547947.625,1888701.375,1695692.25,2061989.5,1957772.125,1587730.125,1716557.75,1443386.75,1469771.375,1061049.25,1643406.625,2153451.25,1853246.75,2070143.125,1770260.125,1633151,1731658.875,1904717.375,1907772.75,1750073.25,2120791.25,1740702.375,235654.75,402373.21875,2175291,2064807.875,1769361,438340.3125,2178512.5,1938828.875,1597614.125,1800935.875,2024310.75,1772465.5,1958874.125,1915643.75,1434960,2401947,1142636.625,1800029.375,1826751.5,846622.1875,1357231.375,1310631.375,1624077.5
1659215,739214.4375,1660983.125,1683085,1669773.25,1918696.125,1808774.625,1753309.125,2041782.375,1549615.75,1866989.5,1526932.625,1494877.75,1183898.875,1504579.25,2063862.875,1616102.75,1979809.5,1984836.25,1937603.75,1637729.375,2013250.25,1719541,1923869.375,1959718.75,2033305,1728932.375,257588.296875,425982.5625,370481.90625,2248584.75,2016143.875,1748195.625,1018046,2342616,2258129.5,1791584.5,2169988,2091843.5,1403483.375,630333.1875,1374706.375,1743688.5,2174788,1856490,1421961.125,953192.5625,1900182.375,1410299,1429096.375,1453135.5,1021746.0625,1662840.125,1824352.875,1779034.375,1546669.375,1880040.5,1686725.75,2061806.25,1949359.125,1586102.5,1710233.875,1441544,1465583.75,1060830.625,1647081.125,2158614.75,1846750.375,2068230.375,1767484.25,1626299.25,1734447.5,1893676.625,1902516,1745165.375,2114991,1730009.75,242868.953125,401379.65625,2171484.75,2059195,1769916.875,439873.65625,2170808,1934571.75,1592882.875,1797494.375,2022945.5,1769459.875,1950692.5,1910995.875,1424962.25,2392902.25,1141023.125,1798324.75,1825648.5,856922.9375,1400382.125,1307980.25,1629905.375
